"","name","tier_num_2013","tier_num_2014","tier_num_2015","tier_num_2016","tier_num_2017","tier_num_2018","tier_diff_2013_2018"
"5130","NATPARA 50 MCG DOSE CARTRIDGE",0,0,0,1,1,1,1
"5131","NATPARA 75 MCG DOSE CARTRIDGE",0,0,0,1,1,1,1
"5132","NEBUPENT 300MG INHAL POWDER",0,1,1,1,1,1,1
"5133","NEISSERIA MENINGITIDIS SEROGROUP 0.12 MG/ML 0.5 ML PREFILLED SYRINGE [TRUMENBA]",0,0,0,0,0,1,1
"5134","NEUPOGEN 300 MCG/ML VIAL",0,0,1,1,1,1,1
"5135","NEVIRAPINE 50 MG/5 ML SUSP",0,0,1,1,1,1,1
"5136","NEVIRAPINE ER 100 MG TABLET",0,0,0,1,1,1,1
"5137","NEVIRAPINE ER 400 MG TABLET",0,1,1,1,1,1,1
"5138","NICARDIPINE HYDROCHLORIDE 20 MG ORAL CAPSULE",0,0,0,0,0,1,1
"5139","NICARDIPINE HYDROCHLORIDE 30 MG ORAL CAPSULE",0,0,0,0,0,1,1
"5140","NIKKI 3 MG-0.02 MG TABLET",0,0,1,1,1,1,1
"5141","NILUTAMIDE 150 MG TABLET [NILANDRON]",0,0,0,0,1,1,1
"5142","NIMODIPINE 30 MG CAPSULE",0,1,0,0,0,1,1
"5143","NINLARO 2.3 MG CAPSULE",0,0,0,1,1,1,1
"5144","NINLARO 3 MG CAPSULE",0,0,0,1,1,1,1
"5145","NINLARO 4 MG CAPSULE",0,0,0,1,1,1,1
"5146","NITROFURANTOIN MACROCRYSTALLINE 50 MG CAP",0,0,0,0,1,1,1
"5147","NITROFURANTOIN MCR 100 MG CAP",0,0,1,1,1,1,1
"5148","NITROFURANTOIN MONO-MCR 100 MG",0,0,0,1,1,1,1
"5149","NITROGLYCERIN 0.2 MG/HR PATCH",0,0,0,0,0,1,1
"5150","NITROGLYCERIN 0.3 MG TABLET SL",0,0,0,0,1,1,1
"5151","NITROGLYCERIN 0.4 MG SUBLINGUAL TABLET [NITROSTAT]",0,0,0,0,0,1,1
"5152","NITROGLYCERIN 0.4 MG TABLET SL",0,0,0,0,1,1,1
"5153","NITROGLYCERIN 0.4 MG/HR PATCH",0,0,0,0,0,1,1
"5154","NITROGLYCERIN 0.6 MG TABLET SL",0,0,0,0,1,1,1
"5155","NITROGLYCERIN 0.6 MG/HR PATCH",0,0,0,0,0,1,1
"5156","NITROGLYCERIN LINGUAL 0.4 MG",0,1,1,1,1,1,1
"5157","NIZATIDINE 15 MG/ML SOLUTION",0,0,0,0,0,1,1
"5158","NORET-ESTR-FE 0.4-0.035(21)-75",0,0,0,0,1,1,1
"5159","NORETHIN-ESTRAD-FERR 1-0.02 MG",0,0,0,0,1,1,1
"5160","NORETHIND-ETH ESTRAD 1-0.02 MG",0,0,0,0,1,1,1
"5161","NORETHINDRONE 0.35 MG TABLET",0,1,1,1,1,1,1
"5162","NORG-EE 0.18-0.215-0.25/0.025",0,0,0,1,1,1,1
"5163","NORG-EE 0.18-0.215-0.25/0.035",0,0,0,0,1,1,1
"5164","NORG-ETHIN ESTRA 0.25-0.035 MG",0,0,0,0,1,1,1
"5165","NORLYROC 0.35 MG TABLET",0,0,1,1,1,1,1
"5166","NORTHERA 100 MG CAPSULE",0,0,0,1,1,1,1
"5167","NORTHERA 200 MG CAPSULE",0,0,0,1,1,1,1
"5168","NORTHERA 300 MG CAPSULE",0,0,0,1,1,1,1
"5169","NORTREL (21 DAY REGIMEN) 0.035; 1MG/1; MG/1 3 BLISTER PACK PER CARTON / 21 TABLET PER BLISTER PACK",0,1,1,1,1,1,1
"5170","NORTREL (28 DAY REGIMEN) 3 BLISTER PACK PER CARTON / 1 KIT PER BLISTER PACK",0,1,1,1,1,1,1
"5171","NORTREL 7/7/7 (28 DAY REGIMEN) 6 POUCH PER CARTON / 1 BLISTER PACK IN 1 POUCH / 1 KIT IN 1 BLISTER",0,1,1,1,1,1,1
"5172","NORTRIPTYLINE 10 MG/5 ML SOL",0,1,1,1,1,1,1
"5173","NORTRIPTYLINE HCL 50 MG CAP",0,0,0,0,0,1,1
"5174","NORTRIPTYLINE HCL 75 MG CAP",0,0,0,0,1,1,1
"5175","NORTRIPTYLINE HYDROCHLORIDE 10MG/1 100 CAPSULE BOTTLE",0,1,1,1,1,1,1
"5176","NORVIR 100MG/1 30 CAPSULE BOTTLE",0,1,1,1,1,1,1
"5177","NOVOLIN 100[IU]/ML 1 VIAL PER CARTON / 10 ML IN 1 VIAL",0,1,1,1,1,1,1
"5178","NOVOLIN 100[USP'U]/ML 1 VIAL PER CARTON / 10 ML IN 1 VIAL",0,1,1,1,1,1,1
"5179","NOVOLIN R 100[IU]/ML 1 VIAL PER CARTON / 10 ML IN 1 VIAL",0,1,1,1,1,1,1
"5180","NOVOLOG 100 UNIT/ML CARTRIDGE",0,0,1,1,1,1,1
"5181","NOXAFIL DR 100 MG TABLET",0,1,1,1,1,1,1
"5182","NULOJIX 250MG/1 1 VIAL, SINGLE-USE PER CARTON / 1 INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION IN",0,1,1,1,1,1,1
"5183","NUPLAZID 17 MG TABLET",0,0,0,1,1,1,1
"5184","NUTRILIPID 20 % EMULSION",0,0,1,1,1,1,1
"5185","NYAMYC 100,000 UNITS/GM POWDER",0,0,0,0,0,1,1
"5186","NYATA 100,000 UNIT/GM POWDER",0,0,0,0,1,1,1
"5187","NYSTATIN 100,000 UNIT/GM CREAM",0,0,0,0,0,1,1
"5188","NYSTATIN 100,000 UNIT/GM POWD",0,0,0,0,0,1,1
"5189","NYSTATIN 100,000 UNITS/GM OINT",0,0,0,0,0,1,1
"5190","NYSTATIN 500,000 UNIT ORAL TAB",0,0,0,0,0,1,1
"5191","NYSTOP 100,000 UNITS/GM POWDER",0,0,0,0,0,1,1
"5192","OCTREOTIDE 1,000 MCG/ML VIAL",0,0,0,0,1,1,1
"5193","OCTREOTIDE ACET 0.05 MG/ML VL",0,0,0,0,0,1,1
"5194","OCTREOTIDE ACET 200 MCG/ML VL",0,0,0,0,0,1,1
"5195","OCTREOTIDE ACET 500 MCG/ML VL",0,0,0,0,0,1,1
"5196","OCTREOTIDE ACETATE 100 MCG/ML AMP",0,0,0,0,1,1,1
"5197","ODEFSEY TABLET",0,0,0,1,1,1,1
"5198","ODOMZO 200 MG CAPSULE",0,0,0,1,1,1,1
"5199","OFEV 100 MG CAPSULE",0,0,1,1,1,1,1
"5200","OFEV 150 MG CAPSULE",0,0,1,1,1,1,1
"5201","OFLOXACIN 0.3 % DRP",0,0,0,1,1,1,1
"5202","OFLOXACIN 0.3% EAR DROPS",0,0,0,1,1,1,1
"5203","OFLOXACIN 300 MG TABLET",0,0,0,0,1,1,1
"5204","OFLOXACIN 400 MG TABLET",0,0,0,0,0,1,1
"5205","OLANZAPINE 10 MG TABLET [ZYPREXA]",0,1,1,1,1,1,1
"5206","OLANZAPINE 10 MG VIAL [ZYPREXA]",0,1,1,1,1,1,1
"5207","OLANZAPINE 15 MG DISINTEGRATING ORAL TABLET [ZYPREXA]",0,0,0,0,0,1,1
"5208","OLANZAPINE 15 MG ORAL TABLET [ZYPREXA]",0,0,0,0,0,1,1
"5209","OLANZAPINE 2.5 MG TABLET [ZYPREXA]",0,1,1,1,1,1,1
"5210","OLANZAPINE 20 MG ORAL TABLET [ZYPREXA]",0,0,0,0,0,1,1
"5211","OLANZAPINE 5 MG TABLET [ZYPREXA]",0,1,1,1,1,1,1
"5212","OLANZAPINE 7.5 MG TABLET [ZYPREXA]",0,1,1,1,1,1,1
"5213","OLANZAPINE ODT 10 MG TABLET [ZYPREXA]",0,1,1,1,1,1,1
"5214","OLANZAPINE ODT 20 MG TABLET [ZYPREXA]",0,1,1,1,1,1,1
"5215","OLANZAPINE ODT 5 MG TABLET [ZYPREXA]",0,1,1,1,1,1,1
"5216","OLMSRTN-AMLDPN-HCTZ 20-5-12.5 [TRIBENZOR]",0,0,0,0,1,1,1
"5217","OLMSRTN-AMLDPN-HCTZ 40-10-12.5 [TRIBENZOR]",0,0,0,0,1,1,1
"5218","OLMSRTN-AMLDPN-HCTZ 40-10-25MG [TRIBENZOR]",0,0,0,0,1,1,1
"5219","OLMSRTN-AMLDPN-HCTZ 40-5-12.5 [TRIBENZOR]",0,0,0,0,1,1,1
"5220","OLMSRTN-AMLDPN-HCTZ 40-5-25 MG [TRIBENZOR]",0,0,0,0,1,1,1
"5221","OLOPATADINE 2 MG/ML OPHTHALMIC SOLUTION",0,0,0,0,0,1,1
"5222","OLOPATADINE HCL 0.1% EYE DROPS",0,0,0,0,0,1,1
"5223","OMEPRAZOLE DR 10 MG CAPSULE",0,0,0,0,0,1,1
"5224","OMEPRAZOLE DR 20 MG CAPSULE",0,0,0,0,0,1,1
"5225","OMEPRAZOLE DR 40 MG CAPSULE",0,0,0,0,0,1,1
"5226","ONDANSETRON 2 MG/ML 2 ML INJECTION",0,0,0,0,0,1,1
"5227","ONDANSETRON 4 MG/2 ML ISECURE",0,0,1,1,1,1,1
"5228","ONDANSETRON 4 MG/5 ML SOLUTION",0,0,0,0,0,1,1
"5229","ONDANSETRON HCL 4 MG TABLET",0,0,0,0,1,1,1
"5230","ONDANSETRON HCL 8 MG TABLET",0,0,0,1,1,1,1
"5231","ONDANSETRON ODT 4 MG TABLET",0,0,0,0,0,1,1
"5232","ONDANSETRON ODT 8 MG TABLET",0,0,0,0,0,1,1
"5233","ONFI 2.5 MG/ML SUSPENSION",0,1,1,1,1,1,1
"5234","ONGLYZA 2.5 MG TABLET",0,0,1,1,1,1,1
"5235","ONGLYZA 5 MG TABLET",0,0,1,1,1,1,1
"5236","OPSUMIT 10 MG TABLET",0,0,1,1,1,1,1
"5237","ORBACTIV 400 MG VIAL",0,0,0,0,0,1,1
"5238","ORFADIN 10 MG CAPSULE",0,1,1,1,1,1,1
"5239","ORFADIN 2 MG CAPSULE",0,1,1,1,1,1,1
"5240","ORFADIN 4 MG/ML SUSPENSION",0,0,0,1,1,1,1
"5241","ORFADIN 5 MG CAPSULE",0,1,1,1,1,1,1
"5242","ORKAMBI 100 MG-125 MG TABLET",0,0,0,0,1,1,1
"5243","ORKAMBI 200 MG-125 MG TABLET",0,0,0,1,1,1,1
"5244","ORPHENADRINE ER 100 MG TABLET",0,0,0,0,0,1,1
"5245","ORSYTHIA 6 BLISTER PACK PER CARTON / 1 KIT PER BLISTER PACK",0,1,1,1,1,1,1
"5246","OSELTAMIVIR PHOS 30 MG CAPSULE [TAMIFLU]",0,0,0,0,1,1,1
"5247","OSELTAMIVIR PHOS 45 MG CAPSULE [TAMIFLU]",0,0,0,0,1,1,1
"5248","OSELTAMIVIR PHOS 75 MG CAPSULE [TAMIFLU]",0,0,0,0,1,1,1
"5249","OXANDROLONE 10 MG TABLET",0,0,0,0,0,1,1
"5250","OXANDROLONE 2.5 MG TABLET",0,0,0,0,0,1,1
"5251","OXAZEPAM 15 MG CAPSULE",0,0,0,0,0,1,1
"5252","OXCARBAZEPINE 150 MG TABLET",0,0,0,0,0,1,1
"5253","OXCARBAZEPINE 300 MG TABLET",0,0,0,0,0,1,1
"5254","OXCARBAZEPINE 600 MG TABLET",0,0,0,0,0,1,1
"5255","OXYBUTYNIN 5 MG/5 ML SYRUP",0,0,0,0,1,1,1
"5256","OXYBUTYNIN CL ER 10 MG TABLET",0,0,0,0,0,1,1
"5257","OXYBUTYNIN CL ER 15 MG TABLET",0,0,0,0,0,1,1
"5258","OXYBUTYNIN CL ER 5 MG TABLET",0,0,0,0,0,1,1
"5259","OXYCODON-ACETAMINOPHEN 2.5-325",0,0,0,0,0,1,1
"5260","OXYCODON-ACETAMINOPHEN 7.5-325",0,0,0,0,0,1,1
"5261","OXYCODONE HCL 100 MG/5 ML SOLN",0,1,1,1,1,1,1
"5262","OXYCODONE HCL 15 MG TABLET",0,0,0,0,0,1,1
"5263","OXYCODONE HCL 30 MG TABLET",0,0,0,0,0,1,1
"5264","OXYCODONE HCL 5 MG CAPSULE",0,1,1,1,1,1,1
"5265","OXYCODONE HCL 5 MG/5 ML SOLN",0,1,0,0,1,1,1
"5266","OXYCODONE-ACETAMINOPHEN 10-325",0,0,0,0,0,1,1
"5267","OXYCODONE-ACETAMINOPHEN 5-325",0,0,0,0,0,1,1
"5268","OXYCODONE-ASPIRIN 4.8355-325",0,0,0,0,1,1,1
"5269","PACERONE 200 MG TABLET",0,0,0,0,0,1,1
"5270","PALIPERIDONE ER 1.5 MG TABLET [INVEGA]",0,0,0,1,1,1,1
"5271","PALIPERIDONE ER 3 MG TABLET [INVEGA]",0,0,0,1,1,1,1
"5272","PALIPERIDONE ER 6 MG TABLET [INVEGA]",0,0,0,1,1,1,1
"5273","PALIPERIDONE ER 9 MG TABLET [INVEGA]",0,0,0,1,1,1,1
"5274","PANTOPRAZOLE SOD DR 20 MG TAB",0,0,0,0,0,1,1
"5275","PANTOPRAZOLE SOD DR 40 MG TAB",0,0,0,0,0,1,1
"5276","PARENTERAL NUTRITION SOLUTION [TRAVASOL 10]",0,0,0,0,0,1,1
"5277","PARICALCITOL 1 MCG CAPSULE [ZEMPLAR]",0,1,1,1,1,1,1
"5278","PARICALCITOL 2 MCG CAPSULE [ZEMPLAR]",0,1,1,1,1,1,1
"5279","PARICALCITOL 4 MCG CAPSULE [ZEMPLAR]",0,1,1,1,1,1,1
"5280","PAROMOMYCIN 250 MG CAPSULE",0,0,0,0,0,1,1
"5281","PAROXETINE HCL 10 MG TABLET",0,0,0,0,0,1,1
"5282","PAROXETINE HCL 20 MG TABLET",0,0,0,0,0,1,1
"5283","PAROXETINE HCL 30 MG TABLET",0,0,0,0,1,1,1
"5284","PAROXETINE HCL 40 MG TABLET",0,0,0,0,0,1,1
"5285","PAZEO 0.7% EYE DROPS",0,0,1,1,1,1,1
"5286","PEG 3350-ELECTROLYTE SOLUTION",0,0,0,1,1,1,1
"5287","PEG-3350 AND ELECTROLYTES 236; 2.97; 6.74; 5.86; 22.74G/2L; G/2L; G/2L; G/2L; G/2L 4 L IN 1 JUG",0,0,1,1,1,1,1
"5288","PEGANONE 250 MG TABLET",0,1,1,1,1,1,1
"5289","PEGASYS 180UG/0.5ML 1 PACKET IN 1 BOX / 4 SYRINGE, GLASS IN 1 PACKET / 0.5 ML IN 1 SYRINGE, GLASS",0,0,0,0,0,1,1
"5290","PEGASYS PROCLICK 180 MCG/0.5",0,0,0,0,0,1,1
"5291","PENICILLIN G K 5 MILLION UNIT",0,0,0,0,0,1,1
"5292","PENICILLIN G SODIUM 5000000[IU]/1 10 VIAL PER CARTON / 1 INJECTION, POWDER, FOR SOLUTION IN 1 VIAL",0,1,1,1,1,1,1
"5293","PENICILLIN VK 125 MG/5 ML SOLN",0,0,0,0,0,1,1
"5294","PENICILLIN VK 250 MG TABLET",0,0,0,0,0,1,1
"5295","PENTAM 300 INJ 300MG",0,1,1,1,1,1,1
"5296","PENTAZOCINE-NALOXONE TABLET",0,0,0,0,0,1,1
"5297","PERINDOPRIL ERBUMINE 2 MG TAB",0,0,0,0,0,1,1
"5298","PERINDOPRIL ERBUMINE 4 MG TAB",0,0,0,0,0,1,1
"5299","PERINDOPRIL ERBUMINE 8 MG TAB",0,0,0,0,0,1,1
"5300","PERMETHRIN 5% CREAM",0,0,0,0,0,1,1
"5301","PERPHEN-AMITRIP 2 MG-10 MG TAB",0,0,0,0,0,1,1
"5302","PERPHEN-AMITRIP 2 MG-25 MG TAB",0,0,0,0,0,1,1
"5303","PERPHEN-AMITRIP 4 MG-25 MG TAB",0,0,0,0,0,1,1
"5304","PERPHENAZINE 16 MG TABLET",0,0,0,0,0,1,1
"5305","PERPHENAZINE 2 MG TABLET",0,0,0,0,0,1,1
"5306","PERPHENAZINE 4 MG TABLET",0,0,0,0,0,1,1
"5307","PERPHENAZINE 8 MG TABLET",0,0,0,0,0,1,1
"5308","PHENYTOIN 50 MG CHEWABLE TABLET",0,0,0,0,0,1,1
"5309","PHENYTOIN SOD EXT 100 MG CAP",0,0,0,0,0,1,1
"5310","PHENYTOIN SOD EXT 300 MG CAP",0,0,0,0,0,1,1
"5311","PHENYTOIN SODIUM EXT 200 MG CAP",0,0,0,1,1,1,1
"5312","PHOSPHOLINE IODIDE 0.125% 6.25MG",0,1,1,1,1,1,1
"5313","PILOCARPINE 1% EYE DROPS",0,1,1,1,1,1,1
"5314","PILOCARPINE 2% EYE DROPS",0,1,1,1,1,1,1
"5315","PILOCARPINE 4% EYE DROPS",0,1,1,1,1,1,1
"5316","PILOCARPINE HCL 5 MG TABLET",0,0,0,1,1,1,1
"5317","PILOCARPINE HCL 7.5 MG 100 FILM COATED TABLETS IN BOTTLE",0,0,0,1,1,1,1
"5318","PIMOZIDE 1 MG TABLET [ORAP]",0,0,0,1,1,1,1
"5319","PIMOZIDE 2 MG TABLET [ORAP]",0,0,0,1,1,1,1
"5320","PIMTREA 28 DAY TABLET",0,1,1,1,1,1,1
"5321","PINDOLOL 10 MG TABLET",0,0,0,0,0,1,1
"5322","PIOGLITAZONE HCL 15 MG TABLET [ACTOS]",0,1,1,1,1,1,1
"5323","PIOGLITAZONE HCL 30 MG TABLET [ACTOS]",0,1,1,1,1,1,1
"5324","PIOGLITAZONE HCL 45 MG TABLET [ACTOS]",0,1,1,1,1,1,1
"5325","PIPERACIL-TAZOBACT 4.5 GM VIAL",0,0,0,0,0,1,1
"5326","PIPERACILLIN 200 MG/ML / TAZOBACTAM 25 MG/ML INJECTABLE SOLUTION",1,1,1,1,1,2,1
"5327","PIRMELLA 1-35-28 TABLET",0,1,1,1,1,1,1
"5328","PIROXICAM 20MG/1 500 CAPSULE BOTTLE",0,1,1,1,1,1,1
"5329","POLYETHYLENE GLYCOL 3350 POWD",0,0,0,0,0,1,1
"5330","POLYMYXIN B 250000 UNT/ML INJECTABLE SOLUTION",0,0,0,0,0,1,1
"5331","POTASSIUM CHLORIDE 750MG EXTENDED RELEASE TABLETS",0,1,1,1,1,1,1
"5332","POTASSIUM CHLORIDE 8 MEQ EXTENDED RELEASE ORAL TABLET",0,0,0,0,0,1,1
"5333","POTASSIUM CHLORIDE IN DEXTROSE AND SODIUM CHLORIDE 5; 0.15; 0.45G/100ML; G/100ML; G/100ML 12 CONTAI",0,0,1,1,1,1,1
"5334","POTASSIUM CITRATE ER 15 MEQ TABLET",0,0,1,1,1,1,1
"5335","POTASSIUM CL 10% (20 MEQ/15 ML)",0,0,1,1,1,1,1
"5336","POTASSIUM CL 20% (40 MEQ/15 ML)",0,0,0,1,1,1,1
"5337","POTASSIUM CL ER 10 MEQ TABLET",0,0,0,0,1,1,1
"5338","PRADAXA 110 MG CAPSULE",0,0,0,1,1,1,1
"5339","PRADAXA 150 MG 1 BOTTLE PER CARTON / 60 CAPSULE BOTTLE",0,0,0,1,1,1,1
"5340","PRADAXA 75 MG 1 BOTTLE PER CARTON / 60 CAPSULE BOTTLE",0,0,0,1,1,1,1
"5341","PRALUENT 150 MG/ML PEN",0,0,0,1,1,1,1
"5342","PRALUENT 75 MG/ML PEN",0,0,0,1,1,1,1
"5343","PRAMIPEXOLE 0.125 MG TABLET",0,0,0,0,0,1,1
"5344","PRAMIPEXOLE 0.25 MG TABLET",0,0,0,0,0,1,1
"5345","PRAMIPEXOLE 0.5 MG TABLET",0,0,0,0,0,1,1
"5346","PRAMIPEXOLE 0.75 MG TABLET",0,0,0,1,1,1,1
"5347","PRAMIPEXOLE 1 MG TABLET",0,0,0,0,0,1,1
"5348","PRAMIPEXOLE 1.5 MG TABLET",0,0,0,0,0,1,1
"5349","PRAVASTATIN SODIUM 10 MG TAB",0,0,0,0,0,1,1
"5350","PRAVASTATIN SODIUM 20 MG TAB",0,0,0,0,0,1,1
"5351","PRAVASTATIN SODIUM 40 MG TAB",0,0,0,0,0,1,1
"5352","PRAZOSIN 1 MG CAPSULE",0,0,0,0,0,1,1
"5353","PRAZOSIN 2 MG CAPSULE",0,0,0,0,0,1,1
"5354","PREDNISOLONE 20 MG/5 ML SOLN",0,0,0,0,1,1,1
"5355","PREDNISOLONE AC 1% EYE DROP",0,0,0,0,0,1,1
"5356","PREDNISOLONE SODIUM PHOSPHATE 5MG /5ML ORAL SOLUTION",0,1,1,1,1,1,1
"5357","PREDNISONE 1 MG TABLET",0,0,0,0,0,1,1
"5358","PREDNISONE 10 MG ORAL TABLET",0,0,0,0,0,1,1
"5359","PREDNISONE 2.5 MG TABLET",0,0,0,0,0,1,1
"5360","PREDNISONE 20 MG ORAL TABLET",0,0,0,0,0,1,1
"5361","PREDNISONE 5 MG/5 ML SOLUTION",0,0,0,0,0,1,1
"5362","PREVIFEM 6 BLISTER PACK PER BLISTER PACK / 1 KIT PER BLISTER PACK",0,1,1,1,1,1,1
"5363","PREZCOBIX 800 MG-150 MG TABLET",0,0,1,1,1,1,1
"5364","PREZISTA 150MG TABLETS",0,1,1,1,1,1,1
"5365","PRIFTIN 150 MG TABLET",0,0,0,0,0,1,1
"5366","PRIMAQUINE PHOSPHATE 26.3 MG ORAL TABLET",0,0,0,0,1,1,1
"5367","PRIMIDONE 250 MG TABLET",0,0,0,0,1,1,1
"5368","PRIMIDONE 50 MG TABLET",0,0,0,0,0,1,1
"5369","PRIMSOL 50 MG/5 ML ORAL SOLN",0,0,0,0,1,1,1
"5370","PRISTIQ ER 25 MG TABLET",0,0,1,1,1,1,1
"5371","PROBENECID 500 MG TABLET",0,0,0,0,0,1,1
"5372","PROBENECID/COLCHICINE 0.5MG/500MG TABLET",0,1,1,1,1,1,1
"5373","PROCHLORPERAZINE 10 MG TAB",0,0,0,0,0,1,1
"5374","PROCHLORPERAZINE 10 MG/2 ML VL",0,0,1,1,1,1,1
"5375","PROCHLORPERAZINE 5 MG TABLET",0,0,0,0,0,1,1
"5376","PROCRIT 3,000 UNITS/ML VIAL",0,1,1,1,1,1,1
"5377","PROCRIT 4,000 UNITS/ML VIAL",0,1,1,1,1,1,1
"5378","PROCTO-MED HC 2.5% CREAM",0,0,0,1,1,1,1
"5379","PROCTOSOL-HC 2.5% CREAM",0,0,1,1,1,1,1
"5380","PROLIA 60MG/ML INJECTION",0,1,1,1,1,1,1
"5381","PROMETHAZINE 12.5 MG TABLET",0,1,0,0,1,1,1
"5382","PROMETHAZINE 25 MG TABLET",0,0,0,0,0,1,1
"5383","PROMETHAZINE 50 MG TABLET",0,0,0,0,0,1,1
"5384","PROMETHAZINE HCL 6.25MG/5ML SYRUP",0,1,1,1,1,1,1
"5385","PROPAFENONE HCL 150 MG TABLET",0,0,0,0,0,1,1
"5386","PROPAFENONE HCL 225 MG TAB",0,0,0,0,0,1,1
"5387","PROPAFENONE HCL 300 MG TAB",0,0,0,0,0,1,1
"5388","PROPAFENONE HCL ER 225 MG CAP",0,0,0,1,1,1,1
"5389","PROPAFENONE HYDROCHLORIDE 325MG CAPSULES EXTENDED RELEASE",0,1,1,1,1,1,1
"5390","PROPAFENONE HYDROCHLORIDE 425MG CAPSULES EXTENDED RELEASE",0,1,1,1,1,1,1
"5391","PROPARACAINE HYDROCHLORIDE 5 MG/ML OPHTHALMIC SOLUTION",0,0,0,0,0,1,1
"5392","PROPRANOLOL 10 MG TABLET",0,0,0,0,1,1,1
"5393","PROPRANOLOL 20 MG TABLET",0,0,0,0,1,1,1
"5394","PROPRANOLOL 40 MG TABLET",0,0,0,0,1,1,1
"5395","PROPRANOLOL 60 MG TABLET",0,0,0,0,1,1,1
"5396","PROPRANOLOL ER 120 MG CAPSULE",0,0,1,1,1,1,1
"5397","PROPRANOLOL ER 160 MG CAPSULE",0,0,1,1,1,1,1
"5398","PROPRANOLOL ER 60 MG CAPSULE",0,0,0,0,1,1,1
"5399","PROPRANOLOL ER 80 MG CAPSULE",0,0,0,1,1,1,1
"5400","PROTRIPTYLINE HCL 10 MG TABLET",0,0,0,0,0,1,1
"5401","PROTRIPTYLINE HCL 5 MG TABLET",0,0,0,0,0,1,1
"5402","PURIXAN 20 MG/ML ORAL SUSP",0,0,1,1,1,1,1
"5403","PYRAZINAMIDE 500 MG TABLET",0,1,1,1,1,1,1
"5404","QUETIAPINE FUMARATE 100 MG TAB [SEROQUEL]",0,0,0,0,0,1,1
"5405","QUETIAPINE FUMARATE 200 MG TAB [SEROQUEL]",0,0,0,0,0,1,1
"5406","QUETIAPINE FUMARATE 25 MG TAB [SEROQUEL]",0,0,0,0,0,1,1
"5407","QUETIAPINE FUMARATE 300 MG TAB [SEROQUEL]",0,0,0,0,0,1,1
"5408","QUETIAPINE FUMARATE 400 MG TAB [SEROQUEL]",0,0,0,0,0,1,1
"5409","QUETIAPINE FUMARATE 50 MG TAB [SEROQUEL]",0,0,0,0,0,1,1
"5410","QUINAPRIL-HCTZ 10-12.5 MG TAB",0,0,0,0,1,1,1
"5411","QUINAPRIL-HCTZ 20-12.5 MG TAB",0,0,0,0,1,1,1
"5412","QUINAPRIL-HCTZ 20-25 MG TAB",0,0,0,0,1,1,1
"5413","QUINIDINE SULFATE 300 MG TAB",0,0,0,1,1,1,1
"5414","QUININE SULFATE 324 MG ORAL CAPSULE [QUALAQUIN]",0,0,0,0,0,1,1
"5415","RABAVERT RABIES VACCINE VIAL",0,0,0,0,1,1,1
"5416","RABIES IMMUNE GLOBULIN, HUMAN 150 UNT/ML 2ML INJECTION [IMOGAM]",0,0,0,0,0,1,1
"5417","RALOXIFENE HCL 60 MG TABLET [EVISTA]",0,1,1,1,1,1,1
"5418","RAMIPRIL 10 MG CAPSULE",0,0,0,0,0,1,1
"5419","RAMIPRIL 2.5 MG CAPSULE",0,0,0,0,0,1,1
"5420","RAMIPRIL 5 MG CAPSULE",0,0,0,0,0,1,1
"5421","RANEXA ER 1,000 MG TABLET",0,1,1,1,1,1,1
"5422","RANEXA ER 500 MG TABLET",0,1,1,1,1,1,1
"5423","RANITIDINE 15 MG/ML SYRUP",0,0,0,0,1,1,1
"5424","RANITIDINE 150 MG CAPSULE",0,0,0,0,0,1,1
"5425","RANITIDINE 150 MG TABLET",0,0,0,0,0,1,1
"5426","RANITIDINE 300 MG CAPSULE",0,0,0,0,0,1,1
"5427","RANITIDINE 300 MG TABLET",0,0,0,0,0,1,1
"5428","RAPAMUNE 0.5MG TABLETS",0,1,1,1,1,1,1
"5429","RASAGILINE MESYLATE 0.5 MG TABLET [AZILECT]",0,0,0,0,1,1,1
"5430","RASAGILINE MESYLATE 1 MG TABLET [AZILECT]",0,0,0,0,1,1,1
"5431","RECOMBIVAX HB 10 MCG/ML SYR",0,0,1,1,1,1,1
"5432","RECOMBIVAX HB 5 MCG/0.5 ML SYR",0,0,1,1,1,1,1
"5433","RELISTOR 12 MG/0.6 ML SYRINGE",0,0,1,1,1,1,1
"5434","RELISTOR 12 MG/0.6 ML VIAL",0,0,1,1,1,1,1
"5435","RELISTOR 150 MG TABLET",0,0,0,0,1,1,1
"5436","RELISTOR 8 MG/0.4 ML SYRINGE",0,0,1,1,1,1,1
"5437","REPAGLINIDE 0.5 MG TABLET [PRANDIN]",0,1,1,1,1,1,1
"5438","REPAGLINIDE 1 MG TABLET [PRANDIN]",0,1,1,1,1,1,1
"5439","REPAGLINIDE 2 MG TABLET [PRANDIN]",0,1,1,1,1,1,1
"5440","REPATHA 140 MG/ML SURECLICK",0,0,0,0,1,1,1
"5441","REPATHA 140 MG/ML SYRINGE",0,0,0,0,1,1,1
"5442","REPATHA 420 MG/3.5ML PUSHTRONX",0,0,0,0,1,1,1
"5443","RETROVIR 200 MG/20 ML VIAL",0,0,0,0,1,1,1
"5444","REVATIO 10 MG/ML ORAL SUSP",0,0,1,1,1,1,1
"5445","REVLIMID 10 MG CAPSULE",0,0,0,0,0,1,1
"5446","REVLIMID 2.5 MG CAPSULE",0,1,1,1,1,1,1
