name,tier_num,tier_desc,cost_share_30_day,cost_share_90_day,management,year
TEKTURNA 150MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TEKTURNA 300MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TEKTURNA HCT 150-12.5MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TEKTURNA HCT 150MG-25MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,Q:60/30Days,2016-01-01T00:00:00Z
TEKTURNA HCT 300-12.5MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TEKTURNA HCT 300MG-25MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
"TEMAZEPAM 15MG/1 100 BLISTER PACK IN 1 BOX, UNIT-DOSE / 1 CAPSULE PER BLISTER PACK",2,Generic,$17.00 ,$42.50 ,P Q:60/30Days,2016-01-01T00:00:00Z
"TEMAZEPAM 7.5MG/1 100 CAPSULE BOTTLE, PLASTIC",2,Generic,$17.00 ,$42.50 ,P Q:30/30Days,2016-01-01T00:00:00Z
TENIVAC SYRINGE,3,Preferred Brand,$46.00 ,$115.00 ,P,2016-01-01T00:00:00Z
TERAZOSIN 1 MG CAPSULE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TERAZOSIN HYDROCHLORIDE 10MG/1 100 CAPSULE BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TERAZOSIN HYDROCHLORIDE 2MG/1 100 CAPSULE BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TERAZOSIN HYDROCHLORIDE 5MG/1 100 CAPSULE BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TERBINAFINE HCL 250 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TERBUTALINE SULF 1MG/ML VL,5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
TERBUTALINE SULF 2.5MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TERBUTALINE SULFATE 5MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TERCONAZOLE 0.4% CREAM WITH APPLICATOR,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TERCONAZOLE 0.8% CREAM,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TERCONAZOLE 80MG SUPPOSITORY VAGINAL,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TESTOSTERONE CYP 100 MG/ML,4,Non-Preferred Brand,47%,47%,P,2016-01-01T00:00:00Z
TESTOSTERONE CYP 200 MG/ML,4,Non-Preferred Brand,47%,47%,P,2016-01-01T00:00:00Z
TESTOSTERONE ENANTHATE 200MG/ML INJECTION,4,Non-Preferred Brand,47%,47%,P,2016-01-01T00:00:00Z
TETANUS DIPHTHERIA TOXOIDS,3,Preferred Brand,$46.00 ,$115.00 ,P,2016-01-01T00:00:00Z
TETRABENAZINE 12.5 MG TABLET [XENAZINE],5,Specialty Tier,33%,N/A,P Q:240/30Days,2016-01-01T00:00:00Z
TETRABENAZINE 25 MG TABLET [XENAZINE],5,Specialty Tier,33%,N/A,P Q:120/30Days,2016-01-01T00:00:00Z
THALOMID 100MG CAPSULE 140 BOX,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
THALOMID 150MG/1,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
THALOMID 200MG/1,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
THALOMID 50MG CAPSULE 280 BOX,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
THEOPHYLLINE 100MG/1 500 CAPSULE BOTTLE,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
"THEOPHYLLINE 200MG/1 500 TABLET, EXTENDED RELEASE IN 1 BOTTLE",3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
THEOPHYLLINE 400MG TABLET SA,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
THEOPHYLLINE 600MG TABLET SA,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
"THEOPHYLLINE 80MG/15ML 473 ML IN 1 BOTTLE, PLASTIC",4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
THEOPHYLLINE TABLET ER 300MG (100 CT),3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
THEOPHYLLINE TABLET ER 450MG (100 CT),3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
THIORIDAZINE 100MG TABLET,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
THIORIDAZINE HCL 10MG TABLET (1000 CT),4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
THIORIDAZINE HCL 25MG TABLET (1000 CT),4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
"THIORIDAZINE HYDROCHLORIDE 50MG/1 100 BLISTER PACK IN 1 BOX, UNIT-DOSE / 1 TABLET, FILM COATED IN 1",4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
THIOTHIXENE 10MG CAPSULE,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
THIOTHIXENE 1MG CAPSULE (100 CT),3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
THIOTHIXENE 2MG CAPSULE,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
THIOTHIXENE 5MG CAPSULE,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TIAGABINE HCL 2 MG TABLET [GABITRIL],4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TIAGABINE HCL 4 MG TABLET [GABITRIL],4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TIKOSYN .125MG CAPSULE,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TIKOSYN .250MG CAPSULE,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TIKOSYN .5MG CAPSULE,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TIMOLOL MAL SOL 0.25% OP 15ML BOT,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TIMOLOL MAL SOL 0.5% OP 10ML BOT,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TIMOLOL MALEATE 10MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TIMOLOL MALEATE 20MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
"TIMOLOL MALEATE 3.4MG/ML 1 BOTTLE, DISPENSING PER CARTON / 5 ML IN 1 BOTTLE, DISPENSING",4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TIMOLOL MALEATE 5MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
"TIMOLOL MALEATE 6.8MG/ML 1 BOTTLE, DISPENSING PER CARTON / 5 ML IN 1 BOTTLE, DISPENSING",4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TIVICAY 10 MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TIVICAY 25 MG TABLET,5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
TIVICAY 50 MG TABLET,5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
TIZANIDINE 4MG/1 1000 TABLET BOTTLE,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TIZANIDINE HCL 2 MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TOBRADEX EYE OINTMENT,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOBRADEX ST 0.5; 3MG/ML; MG/ML 5 ML IN 1 BOTTLE,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOBRAMYCIN 10MG/ML VIAL,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
"TOBRAMYCIN 300 MG/5 ML AMPULE [BETHKIS, TOBI, TOBI PODHALER, TOBRAMYCIN SULFATE]",5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
TOBRAMYCIN 40MG/ML VIAL,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOBRAMYCIN OPHTHALMIC SOLUTION 0.3% 5ML BOT,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TOBRAMYCIN-DEXAMETH OPTH SUSP,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOBREX 0.3% EYE OINTMENT,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOLTERODINE TARTRATE 1 MG TABLET [DETROL LA],4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOLTERODINE TARTRATE 2 MG TABLET [DETROL LA],4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOLTERODINE TARTRATE ER 2 MG CAPSULE [DETROL LA],4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOLTERODINE TARTRATE ER 4 MG CAPSULE [DETROL LA],4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOPIRAMATE 25MG/1,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOPIRAMATE SPRINKLE CAPSULES 15MG 60 BOT,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TOPIRAMATE TABLETS 100MG 1000 BOT,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TOPIRAMATE TABLETS 200MG 1000 BOT,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TOPIRAMATE TABLETS 25MG 1000 BOT,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TOPIRAMATE TABLETS 50MG 1000 BOT,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TOPOSAR INJECTION 20MG/ML 50ML VIAL MD CRTN,3,Preferred Brand,$46.00 ,$115.00 ,P,2016-01-01T00:00:00Z
TOPOTECAN HCL 4 MG VIAL,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
TORSEMIDE 10 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TORSEMIDE 100MG/1 12 BOTTLE CASE / 100 TABLET BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TORSEMIDE 20MG 100 TABLET BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TORSEMIDE 5 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TOUJEO SOLOSTAR 300 UNITS/ML,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TOVIAZ TABLETS 4MG EXTENDED RELEASE,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TOVIAZ TABLETS 8MG EXTENDED RELEASE,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TPN ELECTROLYTES16.5/25.4 VIAL,4,Non-Preferred Brand,47%,47%,P,2016-01-01T00:00:00Z
TRACLEER 125MG TABLET,5,Specialty Tier,33%,N/A,P Q:60/30Days,2016-01-01T00:00:00Z
TRACLEER 62.5MG TABLET,5,Specialty Tier,33%,N/A,P Q:120/30Days,2016-01-01T00:00:00Z
TRADJENTA 5MG/1 90 FILM COATED TABLETS IN BOTTLE,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TRAMADOL HCL 50 MG TABLET,2,Generic,$17.00 ,$42.50 ,Q:240/30Days,2016-01-01T00:00:00Z
TRAMADOL HCL-ACETAMINOPHEN 37.5-325MG TABLET (1000 CT),3,Preferred Brand,$46.00 ,$115.00 ,Q:240/30Days,2016-01-01T00:00:00Z
TRANDOLAPRIL 1 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRANDOLAPRIL 2 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRANDOLAPRIL 4 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
"TRANEXAMIC ACID 1,000 MG/10 ML",3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRANEXAMIC ACID 650 MG TABLET,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRANSDERM-SCOP 1.5 MG/72HR,4,Non-Preferred Brand,47%,47%,P Q:10/30Days,2016-01-01T00:00:00Z
TRANYLCYPROMINE SULFATE 10MG TABLET,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRAVASOL 10% SOLUTION VIAFLEX,4,Non-Preferred Brand,47%,47%,P,2016-01-01T00:00:00Z
TRAVATAN Z 0.04MG DROPS 2.5ML BOT,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRAZODONE HCL TABLET USP 100MG (500 CT),2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRAZODONE HCL TABLET USP 150MG (100 CT),2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRAZODONE HCL TABLET USP 50MG (500 CT),2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TREANDA FOR INJECTION 100MG/VIAL,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
TRECATOR 250MG TABLET,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRELSTAR DEPOT MIXJET FOR INJECTION 3.75 MG,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
TRELSTAR MIXJET FOR INJECTION 11.25 MG,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
TRESIBA FLEXTOUCH 100 UNITS/ML,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRESIBA FLEXTOUCH 200 UNITS/ML,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRETINOIN 0.01% GEL,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRETINOIN 0.25MG/G 1 TUBE PER CARTON / 45 G IN 1 TUBE,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRETINOIN 0.25MG/G 1 TUBE PER CARTON / 45 G IN 1 TUBE,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRETINOIN 0.5MG/G 1 TUBE PER CARTON / 20 G IN 1 TUBE,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRETINOIN 10MG CAPSULE,5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
TRETINOIN 1MG/G 1 TUBE PER CARTON / 45 G IN 1 TUBE,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRI PREVIFEM TABLETS,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRI-LEGEST FE 5-7-9-7 TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRI-SPRINTEC 7DAYSX3 28 TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRIAMCINOLONE 0.1% OINTMENT,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIAMCINOLONE ACETONIDE 0.025% CREAM 80GM TUBE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIAMCINOLONE ACETONIDE 0.025% LOTION 2 FL OZ BOT,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRIAMCINOLONE ACETONIDE 0.05% OINTMENT 15GM TUBE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIAMCINOLONE ACETONIDE 0.1% CREAM 80GM TUBE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIAMCINOLONE ACETONIDE 0.1% LOTION 60ML BOTPL,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRIAMCINOLONE ACETONIDE 0.25MG/G 80 G IN 1 TUBE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIAMCINOLONE ACETONIDE 1MG/G 1 TUBE PER CARTON / 5 G IN 1 TUBE,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRIAMCINOLONE ACETONIDE 5MG/G 1 TUBE PER CARTON / 15 G IN 1 TUBE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIAMTERENE AND HYDROCHLOROTHIAZIDE 25; 37.5MG 100 CAPSULE BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIAMTERENE/HCTZ 37.5/25 TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2016-01-01T00:00:00Z
TRIAMTERENE/HCTZ 75/50 TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2016-01-01T00:00:00Z
TRIBENZOR 20/5/12.5MG TABLETS,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TRIBENZOR 40/10/12.5MG TABLETS,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TRIBENZOR 40/10/25MG TABLETS,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRIBENZOR 5; 12.5; 40MG/1; MG/1; MG/1,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TRIBENZOR 5; 25; 40MG/1; MG/1; MG/1,3,Preferred Brand,$46.00 ,$115.00 ,Q:30/30Days,2016-01-01T00:00:00Z
TRIDERM 0.1% CREAM,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIFLUOPERAZINE 1MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRIFLUOPERAZINE HCL 2MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRIFLUOPERAZINE HCL 5MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRIFLUOPERAZINE HCL USP 10MG TABLET (100 CT),3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRIFLURIDINE 1% OPTH SOLUTION 7.5ML BOT,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRILYTE WITH FLAVOR PACKETS,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIMETHOPRIM 100MG TABLETS,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
TRIMIPRAMINE MALEATE 100 MG CP,4,Non-Preferred Brand,47%,47%,Q:60/30Days,2016-01-01T00:00:00Z
TRIMIPRAMINE MALEATE 25 MG CAP,4,Non-Preferred Brand,47%,47%,Q:240/30Days,2016-01-01T00:00:00Z
TRIMIPRAMINE MALEATE 50 MG CAP,4,Non-Preferred Brand,47%,47%,Q:120/30Days,2016-01-01T00:00:00Z
TRINESSA TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRINTELLIX 10 MG TABLET,4,Non-Preferred Brand,47%,47%,Q:60/30Days,2016-01-01T00:00:00Z
TRINTELLIX 20 MG TABLET,4,Non-Preferred Brand,47%,47%,Q:30/30Days,2016-01-01T00:00:00Z
TRINTELLIX 5 MG TABLET,4,Non-Preferred Brand,47%,47%,Q:120/30Days,2016-01-01T00:00:00Z
TRISENOX 10MG/10ML AMPULE,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
TRIUMEQ TABLET,5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
TRIVORA 6 BLISTER PACK PER CARTON / 1 KIT PER BLISTER PACK,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TROPHAMINE INJECTION SOLUTION,4,Non-Preferred Brand,47%,47%,P,2016-01-01T00:00:00Z
TROSPIUM CHLORIDE 20MG TABLETS,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
TRULICITY 0.75 MG/0.5 ML PEN,4,Non-Preferred Brand,47%,47%,Q:4/28Days,2016-01-01T00:00:00Z
TRULICITY 1.5 MG/0.5 ML PEN,4,Non-Preferred Brand,47%,47%,Q:4/28Days,2016-01-01T00:00:00Z
TRUMENBA 120 MCG/0.5 ML VACCINE,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TRUVADA 100 MG-150 MG TABLET,5,Specialty Tier,33%,N/A,Q:60/30Days,2016-01-01T00:00:00Z
TRUVADA 133 MG-200 MG TABLET,5,Specialty Tier,33%,N/A,Q:30/30Days,2016-01-01T00:00:00Z
TRUVADA 167 MG-250 MG TABLET,5,Specialty Tier,33%,N/A,Q:30/30Days,2016-01-01T00:00:00Z
TRUVADA 200/300MG TABLET,5,Specialty Tier,33%,N/A,Q:30/30Days,2016-01-01T00:00:00Z
TWINRIX TF PF VACCINE 720UNT/20ML 10 X 1ML VIALSD,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TYBOST 150 MG TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
"TYGACIL 50MG/5ML 10 VIAL, SINGLE-USE PER CARTON / 50 ML IN 1 VIAL, SINGLE-USE",5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
TYKERB 250MG TABLET,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
TYPHIM VI 25 MCG/0.5 ML SYRINGE,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TYPHIM VI 25MCG/0.5ML VIAL,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
TYSABRI 300 MG/15 ML VIAL,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
TYZEKA 600MG TABLET (30 CT),4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
UCERIS 9 MG ER TABLET,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
ULORIC TABLETS 40MG 30 BOT,3,Preferred Brand,$46.00 ,$115.00 ,S,2016-01-01T00:00:00Z
ULORIC TABLETS 80MG 30 BOT,3,Preferred Brand,$46.00 ,$115.00 ,S,2016-01-01T00:00:00Z
"UPTRAVI 1,000 MCG TABLET",5,Specialty Tier,33%,N/A,P Q:90/30Days,2016-01-01T00:00:00Z
"UPTRAVI 1,200 MCG TABLET",5,Specialty Tier,33%,N/A,P Q:60/30Days,2016-01-01T00:00:00Z
"UPTRAVI 1,400 MCG TABLET",5,Specialty Tier,33%,N/A,P Q:60/30Days,2016-01-01T00:00:00Z
"UPTRAVI 1,600 MCG TABLET",5,Specialty Tier,33%,N/A,P Q:60/30Days,2016-01-01T00:00:00Z
UPTRAVI 200 MCG TABLET,5,Specialty Tier,33%,N/A,P Q:480/30Days,2016-01-01T00:00:00Z
UPTRAVI 200-800 TITRATION PACK,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
UPTRAVI 400 MCG TABLET,5,Specialty Tier,33%,N/A,P Q:240/30Days,2016-01-01T00:00:00Z
UPTRAVI 600 MCG TABLET,5,Specialty Tier,33%,N/A,P Q:150/30Days,2016-01-01T00:00:00Z
UPTRAVI 800 MCG TABLET,5,Specialty Tier,33%,N/A,P Q:120/30Days,2016-01-01T00:00:00Z
URSODIOL 250MG/1,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
URSODIOL 300 MG CAPSULE,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
URSODIOL 500MG/1,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
VAGIFEM 10 MCG VAGINAL TAB,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
VALACYCLOVIR 1000 MG ORAL TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
VALACYCLOVIR 500 MG ORAL TABLET,3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
VALCHLOR 0.016% GEL,5,Specialty Tier,33%,N/A,P,2016-01-01T00:00:00Z
VALCYTE FOR ORAL SOLUTION 50MG/ML,5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
VALGANCICLOVIR 450 MG TABLET [VALCYTE],5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
VALPROATE SODIUM 500 MG/5 ML VL,4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
"VALPROIC 250MG/1 100 CAPSULE, LIQUID FILLED IN 1 BOTTLE",3,Preferred Brand,$46.00 ,$115.00 ,None,2016-01-01T00:00:00Z
VALPROIC ACID 250MG/5ML 473 ML IN 1 BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VALSARTAN 160 MG TABLET [DIOVAN],2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VALSARTAN 320 MG TABLET [DIOVAN],2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VALSARTAN 40 MG TABLET [DIOVAN],2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VALSARTAN 80 MG TABLET [DIOVAN],2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VALSARTAN-HCTZ 160-12.5 MG TABLET [DIOVAN HCT],2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VALSARTAN-HCTZ 160-25 MG TABLET [DIOVAN HCT],2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VALSARTAN-HCTZ 320-12.5 MG TABLET [DIOVAN HCT],2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VALSARTAN-HCTZ 320-25 MG TABLET [DIOVAN HCT],2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VALSARTAN-HCTZ 80-12.5 MG TABLET [DIOVAN HCT],2,Generic,$17.00 ,$42.50 ,None,2016-01-01T00:00:00Z
VANCOMYCIN HCL 125 MG CAPSULE,5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
VANCOMYCIN HCL 250 MG CAPSULE,5,Specialty Tier,33%,N/A,None,2016-01-01T00:00:00Z
VANCOMYCIN HCL INJECTION 10 X 1GM VIAL (STERILE ),4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
"VANCOMYCIN HYDROCHLORIDE 100MG/ML 1 VIAL, PHARMACY BULK PACKAGE IN 1 CASE / 95 ML IN 1 VIAL, PHARMA",4,Non-Preferred Brand,47%,47%,None,2016-01-01T00:00:00Z
